accountid,year,commulative_bill,reading_jan,usage_jan,bill_jan,penalty_jan,totalbill_jan,reading_feb,usage_feb,bill_feb,penalty_feb,totalbill_feb,reading_mar,usage_mar,bill_mar,penalty_mar,totalbill_mar,reading_apr,usage_apr,bill_apr,penalty_apr,totalbill_apr,reading_may,usage_may,bill_may,penalty_may,totalbill_may,reading_jun,usage_jun,bill_jun,penalty_jun,totalbill_jun,reading_jul,usage_jul,bill_jul,penalty_jul,totalbill_jul,reading_aug,usage_aug,bill_aug,penalty_aug,totalbill_aug,reading_sept,usage_sept,bill_sept,penalty_sept,totalbill_sept,reading_oct,usage_oct,bill_oct,penalty_oct,totalbill_oct,reading_nov,usage_nov,bill_nov,penalty_nov,totalbill_nov,reading_dec,usage_dec,bill_dec,penalty_dec,totalbill_dec
0000000221-01-2021,2021,50.0,3529.0,18.0,25.0,0.0,25.0,3535.0,6.0,25.0,0.0,25.0,3551.0,16.0,25.0,0.0,25.0,3563.0,12.0,25.0,0.0,25.0,3579.0,16.0,25.0,0.0,25.0,3590.0,11.0,25.0,0.0,25.0,3609.0,19.0,25.0,0.0,25.0,3621.0,12.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000222-01-2021,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000223-01-2021,2021,50.0,775.0,0.0,0.0,0.0,0.0,775.0,0.0,0.0,0.0,0.0,775.0,0.0,0.0,0.0,0.0,775.0,0.0,0.0,0.0,0.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000224-01-2021,2021,50.0,2166.0,0.0,0.0,0.0,0.0,2173.0,7.0,25.0,0.0,25.0,2182.0,9.0,25.0,0.0,25.0,2188.0,6.0,25.0,0.0,25.0,2196.0,8.0,25.0,0.0,25.0,2204.0,8.0,25.0,0.0,25.0,2213.0,9.0,25.0,0.0,25.0,2218.0,5.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000225-01-2021,2021,34.0,6685.0,54.0,127.0,0.0,127.0,6729.0,44.0,97.0,0.0,97.0,6778.0,49.0,112.0,0.0,112.0,6823.0,45.0,100.0,0.0,100.0,6857.0,34.0,67.0,0.0,67.0,6887.0,30.0,55.0,0.0,55.0,6925.0,38.0,79.0,0.0,79.0,6948.0,23.0,34.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000226-01-2021,2021,50.0,7262.0,24.0,37.0,0.0,37.0,7274.0,12.0,25.0,0.0,25.0,7289.0,15.0,25.0,0.0,25.0,7297.0,8.0,25.0,0.0,25.0,7310.0,13.0,25.0,0.0,25.0,7322.0,12.0,25.0,0.0,25.0,7340.0,18.0,25.0,0.0,25.0,7351.0,11.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000227-01-2021,2021,112.0,1014.0,20.0,25.0,0.0,25.0,1030.0,16.0,25.0,0.0,25.0,1046.0,16.0,25.0,0.0,25.0,1074.0,28.0,49.0,0.0,49.0,1098.0,24.0,37.0,0.0,37.0,1109.0,11.0,25.0,0.0,25.0,1125.0,16.0,25.0,0.0,25.0,1133.0,8.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000228-01-2021,2021,287.0,3524.0,28.0,49.0,0.0,49.0,3539.0,15.0,25.0,0.0,25.0,3638.0,99.0,262.0,0.0,262.0,3648.0,10.0,25.0,0.0,25.0,3648.0,0.0,0.0,0.0,0.0,3539.0,0.0,0.0,0.0,0.0,3539.0,0.0,0.0,0.0,0.0,3539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000229-01-2021,2021,125.0,5100.0,-20.0,0.0,0.0,0.0,5106.0,6.0,25.0,0.0,25.0,5110.0,4.0,25.0,0.0,25.0,5110.0,0.0,0.0,0.0,0.0,5121.0,11.0,25.0,0.0,25.0,5100.0,0.0,0.0,0.0,0.0,5120.0,20.0,25.0,0.0,25.0,5140.0,20.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000230-01-2021,2021,40.0,25.0,25.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000231-01-2021,2021,433.0,1486.0,25.0,40.0,0.0,40.0,1505.0,19.0,25.0,0.0,25.0,1541.0,36.0,73.0,0.0,73.0,1582.0,41.0,88.0,0.0,88.0,1623.0,41.0,88.0,0.0,88.0,1670.0,47.0,106.0,0.0,106.0,1728.0,58.0,139.0,0.0,139.0,1773.0,45.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000232-01-2021,2021,81.0,3282.0,24.0,37.0,0.0,37.0,3298.0,16.0,25.0,0.0,25.0,3315.0,17.0,25.0,0.0,25.0,3335.0,20.0,25.0,0.0,25.0,3351.0,16.0,25.0,0.0,25.0,3368.0,17.0,25.0,0.0,25.0,3390.0,22.0,31.0,0.0,31.0,3399.0,9.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000233-01-2021,2021,53.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,145.0,0.0,145.0,85.0,25.0,40.0,0.0,40.0,120.0,35.0,70.0,0.0,70.0,146.0,26.0,43.0,0.0,43.0,166.0,20.0,25.0,0.0,25.0,187.0,21.0,28.0,0.0,28.0,202.0,15.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000234-01-2021,2021,86.0,585.0,12.0,25.0,0.0,25.0,609.0,24.0,37.0,0.0,37.0,663.0,54.0,127.0,0.0,127.0,693.0,30.0,55.0,0.0,55.0,704.0,11.0,25.0,0.0,25.0,716.0,12.0,25.0,0.0,25.0,728.0,12.0,25.0,0.0,25.0,760.0,32.0,61.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000235-01-2021,2021,126.0,8119.0,39.0,82.0,0.0,82.0,8152.0,33.0,64.0,0.0,64.0,8178.0,26.0,43.0,0.0,43.0,8198.0,20.0,25.0,0.0,25.0,8222.0,24.0,37.0,0.0,37.0,8246.0,24.0,37.0,0.0,37.0,8278.0,32.0,61.0,0.0,61.0,8299.0,21.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000236-01-2021,2021,0.0,244.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000237-01-2021,2021,46.0,855.0,29.0,52.0,0.0,52.0,889.0,34.0,67.0,0.0,67.0,919.0,30.0,55.0,0.0,55.0,962.0,43.0,94.0,0.0,94.0,1005.0,43.0,94.0,0.0,94.0,1038.0,33.0,64.0,0.0,64.0,1065.0,27.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000238-01-2021,2021,46.0,4221.0,39.0,82.0,0.0,82.0,4260.0,39.0,82.0,0.0,82.0,4305.0,45.0,100.0,0.0,100.0,4340.0,35.0,70.0,0.0,70.0,4390.0,50.0,115.0,0.0,115.0,4432.0,42.0,91.0,0.0,91.0,4483.0,51.0,118.0,0.0,118.0,4510.0,27.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000239-01-2021,2021,0.0,1349.0,0.0,0.0,0.0,0.0,1349.0,0.0,0.0,0.0,0.0,1349.0,0.0,0.0,0.0,0.0,1349.0,0.0,0.0,0.0,0.0,1349.0,0.0,0.0,0.0,0.0,1349.0,0.0,0.0,0.0,0.0,1349.0,0.0,0.0,0.0,0.0,1349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000240-01-2021,2021,43.0,4208.0,16.0,25.0,0.0,25.0,4228.0,20.0,25.0,0.0,25.0,4255.0,27.0,46.0,0.0,46.0,4276.0,21.0,28.0,0.0,28.0,4302.0,26.0,43.0,0.0,43.0,4322.0,20.0,25.0,0.0,25.0,4336.0,14.0,25.0,0.0,25.0,4362.0,26.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000241-01-2021,2021,100.0,2285.0,11.0,25.0,0.0,25.0,2293.0,8.0,25.0,0.0,25.0,2306.0,13.0,25.0,0.0,25.0,2326.0,20.0,25.0,0.0,25.0,2342.0,16.0,25.0,0.0,25.0,2350.0,8.0,25.0,0.0,25.0,2359.0,9.0,25.0,0.0,25.0,2362.0,3.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000242-01-2021,2021,65.0,1217.0,24.0,37.0,0.0,37.0,1240.0,23.0,34.0,0.0,34.0,1271.0,31.0,58.0,0.0,58.0,1297.0,26.0,43.0,0.0,43.0,1319.0,22.0,31.0,0.0,31.0,1338.0,19.0,25.0,0.0,25.0,1358.0,20.0,25.0,0.0,25.0,1383.0,25.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000243-01-2021,2021,0.0,926.0,0.0,0.0,0.0,0.0,926.0,0.0,0.0,0.0,0.0,926.0,0.0,0.0,0.0,0.0,926.0,0.0,0.0,0.0,0.0,926.0,0.0,0.0,0.0,0.0,926.0,0.0,0.0,0.0,0.0,926.0,0.0,0.0,0.0,0.0,926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000244-01-2021,2021,50.0,6887.0,0.0,0.0,0.0,0.0,6887.0,0.0,0.0,0.0,0.0,6888.0,1.0,25.0,0.0,25.0,6891.0,3.0,25.0,0.0,25.0,6891.0,0.0,0.0,0.0,0.0,6891.0,0.0,0.0,0.0,0.0,6892.0,1.0,25.0,0.0,25.0,6894.0,2.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000245-01-2021,2021,68.0,8003.0,20.0,25.0,0.0,25.0,8027.0,24.0,37.0,0.0,37.0,8053.0,26.0,43.0,0.0,43.0,8069.0,16.0,25.0,0.0,25.0,8091.0,22.0,31.0,0.0,31.0,8108.0,17.0,25.0,0.0,25.0,8134.0,26.0,43.0,0.0,43.0,8148.0,14.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000246-01-2021,2021,444.0,6225.0,81.0,208.0,0.0,208.0,6283.0,58.0,139.0,0.0,139.0,6354.0,71.0,178.0,0.0,178.0,6408.0,54.0,127.0,0.0,127.0,6457.0,49.0,112.0,0.0,112.0,6525.0,68.0,169.0,0.0,169.0,6589.0,64.0,157.0,0.0,157.0,6640.0,51.0,118.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000247-01-2021,2021,0.0,1669.0,-8.0,0.0,0.0,0.0,1669.0,0.0,0.0,0.0,0.0,1669.0,0.0,0.0,0.0,0.0,1669.0,0.0,0.0,0.0,0.0,1669.0,0.0,0.0,0.0,0.0,1669.0,0.0,0.0,0.0,0.0,1669.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000248-01-2021,2021,25.0,1770.0,9.0,25.0,0.0,25.0,1777.0,7.0,25.0,0.0,25.0,1789.0,12.0,25.0,0.0,25.0,1799.0,10.0,25.0,0.0,25.0,1806.0,7.0,25.0,0.0,25.0,1821.0,15.0,25.0,0.0,25.0,1834.0,13.0,25.0,0.0,25.0,1849.0,15.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000249-01-2021,2021,0.0,1577.0,0.0,0.0,0.0,0.0,1577.0,0.0,0.0,0.0,0.0,1577.0,0.0,0.0,0.0,0.0,1577.0,0.0,0.0,0.0,0.0,1577.0,0.0,0.0,0.0,0.0,1577.0,0.0,0.0,0.0,0.0,1577.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000250-01-2021,2021,637.0,3322.0,63.0,154.0,0.0,154.0,3371.0,49.0,112.0,0.0,112.0,3422.0,51.0,118.0,0.0,118.0,3458.0,36.0,73.0,0.0,73.0,3513.0,55.0,130.0,0.0,130.0,3582.0,69.0,172.0,0.0,172.0,3668.0,86.0,223.0,0.0,223.0,3717.0,49.0,112.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000251-01-2021,2021,50.0,5527.0,15.0,25.0,0.0,25.0,5549.0,22.0,31.0,0.0,31.0,5573.0,24.0,37.0,0.0,37.0,5596.0,23.0,34.0,0.0,34.0,5616.0,20.0,25.0,0.0,25.0,5641.0,25.0,40.0,0.0,40.0,5658.0,17.0,25.0,0.0,25.0,5671.0,13.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000252-01-2021,2021,325.0,1410.0,9.0,25.0,0.0,25.0,1417.0,7.0,25.0,0.0,25.0,1427.0,10.0,25.0,0.0,25.0,1429.0,2.0,25.0,0.0,25.0,1432.0,3.0,25.0,0.0,25.0,1436.0,4.0,25.0,0.0,25.0,1442.0,6.0,25.0,0.0,25.0,1454.0,12.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000253-01-2021,2021,28.0,2429.0,21.0,28.0,0.0,28.0,2457.0,28.0,49.0,0.0,49.0,2483.0,26.0,43.0,0.0,43.0,2504.0,21.0,28.0,0.0,28.0,2537.0,33.0,64.0,0.0,64.0,2563.0,26.0,43.0,0.0,43.0,2593.0,30.0,55.0,0.0,55.0,2614.0,21.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000254-01-2021,2021,0.0,157.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000255-01-2021,2021,152.0,2823.0,30.0,55.0,0.0,55.0,2848.0,25.0,40.0,0.0,40.0,2883.0,35.0,70.0,0.0,70.0,2896.0,13.0,25.0,0.0,25.0,2930.0,34.0,67.0,0.0,67.0,2961.0,31.0,58.0,0.0,58.0,2993.0,32.0,61.0,0.0,61.0,3035.0,42.0,91.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000256-01-2021,2021,0.0,1635.0,0.0,0.0,0.0,0.0,1635.0,0.0,0.0,0.0,0.0,1635.0,0.0,0.0,0.0,0.0,1635.0,0.0,0.0,0.0,0.0,1635.0,0.0,0.0,0.0,0.0,1635.0,0.0,0.0,0.0,0.0,1635.0,0.0,0.0,0.0,0.0,1635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000257-01-2021,2021,0.0,3506.0,0.0,0.0,0.0,0.0,3506.0,0.0,0.0,0.0,0.0,3506.0,0.0,0.0,0.0,0.0,3506.0,0.0,0.0,0.0,0.0,3506.0,0.0,0.0,0.0,0.0,3506.0,0.0,0.0,0.0,0.0,3506.0,0.0,0.0,0.0,0.0,3506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000258-01-2021,2021,100.0,4263.0,0.0,0.0,0.0,0.0,4263.0,0.0,0.0,0.0,0.0,4263.0,0.0,0.0,0.0,0.0,4263.0,0.0,0.0,0.0,0.0,4263.0,0.0,0.0,0.0,0.0,4263.0,0.0,0.0,0.0,0.0,4273.0,10.0,25.0,0.0,25.0,4277.0,4.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000259-01-2021,2021,82.0,2697.0,13.0,25.0,0.0,25.0,2710.0,13.0,25.0,0.0,25.0,2733.0,23.0,34.0,0.0,34.0,2745.0,12.0,25.0,0.0,25.0,2760.0,15.0,25.0,0.0,25.0,2778.0,18.0,25.0,0.0,25.0,2804.0,26.0,43.0,0.0,43.0,2843.0,39.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000260-01-2021,2021,49.0,11711.0,57.0,136.0,0.0,136.0,11757.0,46.0,103.0,0.0,103.0,11816.0,59.0,142.0,0.0,142.0,11817.0,1.0,25.0,0.0,25.0,11826.0,9.0,25.0,0.0,25.0,11877.0,51.0,118.0,0.0,118.0,11917.0,40.0,85.0,0.0,85.0,11945.0,28.0,49.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000261-01-2021,2021,190.0,448.0,7.0,25.0,0.0,25.0,465.0,17.0,25.0,0.0,25.0,477.0,12.0,25.0,0.0,25.0,477.0,0.0,0.0,0.0,0.0,501.0,24.0,37.0,0.0,37.0,522.0,21.0,28.0,0.0,28.0,522.0,0.0,0.0,0.0,0.0,597.0,75.0,190.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000262-01-2021,2021,166.0,7564.0,75.0,190.0,0.0,190.0,7650.0,86.0,223.0,0.0,223.0,7740.0,90.0,235.0,0.0,235.0,7810.0,70.0,175.0,0.0,175.0,7890.0,80.0,205.0,0.0,205.0,7987.0,97.0,256.0,0.0,256.0,8092.0,105.0,280.0,0.0,280.0,8159.0,67.0,166.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000263-01-2021,2021,0.0,1299.0,0.0,0.0,0.0,0.0,1299.0,0.0,0.0,0.0,0.0,1299.0,0.0,0.0,0.0,0.0,1299.0,0.0,0.0,0.0,0.0,1299.0,0.0,0.0,0.0,0.0,1299.0,0.0,0.0,0.0,0.0,1299.0,0.0,0.0,0.0,0.0,1299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000264-01-2021,2021,100.0,2299.0,3.0,25.0,0.0,25.0,2306.0,7.0,25.0,0.0,25.0,2310.0,4.0,25.0,0.0,25.0,2314.0,4.0,25.0,0.0,25.0,2315.0,1.0,25.0,0.0,25.0,2316.0,1.0,25.0,0.0,25.0,2320.0,4.0,25.0,0.0,25.0,2328.0,8.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000265-01-2021,2021,1718.0,3158.0,63.0,154.0,0.0,154.0,3221.0,63.0,154.0,0.0,154.0,3301.0,80.0,205.0,0.0,205.0,3375.0,74.0,187.0,0.0,187.0,3467.0,92.0,241.0,0.0,241.0,3585.0,118.0,319.0,0.0,319.0,3747.0,162.0,451.0,0.0,451.0,3932.0,185.0,520.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000266-01-2021,2021,75.0,1404.0,32.0,61.0,0.0,61.0,1424.0,20.0,25.0,0.0,25.0,1456.0,32.0,61.0,0.0,61.0,1484.0,28.0,49.0,0.0,49.0,1518.0,34.0,67.0,0.0,67.0,1533.0,15.0,25.0,0.0,25.0,1546.0,13.0,25.0,0.0,25.0,1547.0,1.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000267-01-2021,2021,581.0,10353.0,190.0,535.0,0.0,535.0,10505.0,152.0,421.0,0.0,421.0,10574.0,69.0,172.0,0.0,172.0,10589.0,15.0,25.0,0.0,25.0,10611.0,22.0,31.0,0.0,31.0,10646.0,35.0,70.0,0.0,70.0,10732.0,86.0,223.0,0.0,223.0,10821.0,89.0,232.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000268-01-2021,2021,186.0,2033.0,21.0,28.0,0.0,28.0,2061.0,28.0,49.0,0.0,49.0,2087.0,26.0,43.0,0.0,43.0,2113.0,26.0,43.0,0.0,43.0,2138.0,25.0,40.0,0.0,40.0,2173.0,35.0,70.0,0.0,70.0,2206.0,33.0,64.0,0.0,64.0,2235.0,29.0,52.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000269-01-2021,2021,25.0,2364.0,28.0,49.0,0.0,49.0,2383.0,19.0,25.0,0.0,25.0,2403.0,20.0,25.0,0.0,25.0,2412.0,9.0,25.0,0.0,25.0,2435.0,23.0,34.0,0.0,34.0,2456.0,21.0,28.0,0.0,28.0,2487.0,31.0,58.0,0.0,58.0,2497.0,10.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000270-01-2021,2021,75.0,1976.0,12.0,25.0,0.0,25.0,1987.0,11.0,25.0,0.0,25.0,1995.0,8.0,25.0,0.0,25.0,2000.0,5.0,25.0,0.0,25.0,2000.0,0.0,0.0,0.0,0.0,2001.0,1.0,25.0,0.0,25.0,2001.0,0.0,0.0,0.0,0.0,2004.0,3.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000271-01-2021,2021,62.0,1394.0,53.0,124.0,0.0,124.0,1395.0,1.0,25.0,0.0,25.0,1395.0,0.0,0.0,0.0,0.0,1395.0,0.0,0.0,0.0,0.0,1395.0,0.0,0.0,0.0,0.0,1450.0,55.0,130.0,0.0,130.0,1474.0,24.0,37.0,0.0,37.0,1482.0,8.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
